ID;País;Ciudad;Tipo de Turismo;Atracción Principal;Nro de Visitantes Anuales;Gasto Promedio ($);Duracion Promedio (dias);Temporada Alta;Transporte Principal;Clima;Idioma;Moneda;Alojamiento Popular;Actividad Destacada;Seguridad;Requisitos de Visa;Valoracion (1-5);Fecha de Visita;Edad del Viajero;Motivo del Viaje
751;Tailandia;Bangkok;Gastronómico;Gran Palacio;21601567;3546;10;Verano;Metro;Continental;Tailandés;Baht;Hostales;Museos;Baja;No;1;20/12/2019;54;Aventura
752;Australia;Sidney;Histórico;Ópera de Sidney;16309943;3670;14;Verano;Bicicleta;Templado;Inglés;Dólar Australiano;Ryokan;Compras;Baja;Si;5;02/07/2020;38;Vacaciones
753;Brasil;Río de Janeiro;Aventura;Copacabana;13292652;1168;6;Otoño;Ferry;Templado;Portugués;Real;Camping;Museos;Media;No para UE;1;23/11/2019;63;Luna de Miel
754;Japón;Tokio;Urbano;Akihabara;31163661;2599;12;Verano;Tren;Desértico;Japonés;Yen;Hoteles;Senderismo;Alta;No;3;01/08/2022;27;Estudio
755;Tailandia;Bangkok;Religioso;Gran Palacio;32445974;4162;8;Otoño;Avión;Tropical;Tailandés;Baht;Resort;Gastronomía;Baja;Si;4;02/04/2020;56;Aventura
756;Australia;Sidney;Urbano;Ópera de Sidney;38149759;4697;13;Primavera;Tren;Continental;Inglés;Dólar Australiano;Cabañas;Religión;Media;Si;1;16/07/2021;71;Vacaciones
757;Italia;Roma;Histórico;Coliseo;23582339;4458;7;Verano;Metro;Tropical;Italiano;Euro;Airbnb;Surf;Media;No;3;09/02/2024;77;Estudio
758;Australia;Sidney;Religioso;Ópera de Sidney;12949466;3536;8;Verano;Avión;Templado;Inglés;Dólar Australiano;Cabañas;Gastronomía;Media;No;2;15/03/2023;77;Estudio
759;España;Barcelona;Gastronómico;Sagrada Familia;11058414;1614;14;Todo el año;Bus;Desértico;Español;Euro;Airbnb;Surf;Alta;No;1;26/02/2021;34;Negocios
760;Tailandia;Bangkok;Playa;Gran Palacio;15583747;1461;9;Todo el año;Bicicleta;Continental;Tailandés;Baht;Hoteles;Senderismo;Media;No;2;09/10/2023;28;Luna de Miel
761;Tailandia;Bangkok;Playa;Gran Palacio;8344611;1624;4;Otoño;Ferry;Templado;Tailandés;Baht;Camping;Anime;Baja;No;2;05/11/2019;30;Aventura
762;España;Barcelona;Gastronómico;Sagrada Familia;39130991;1347;10;Invierno;Avión;Desértico;Español;Euro;Cabañas;Exploración;Alta;Si;3;31/10/2020;54;Luna de Miel
763;EE.UU.;Nueva York;Cultural;Times Square;23207477;4166;15;Primavera;Metro;Continental;Inglés;Dólar;Hostales;Exploración;Alta;No para UE;3;31/07/2019;66;Aventura
764;España;Barcelona;Histórico;Sagrada Familia;13472764;4783;8;Invierno;Bicicleta;Tropical;Español;Euro;Ryokan;Exploración;Media;Si;3;10/06/2020;75;Estudio
765;Japón;Tokio;Gastronómico;Akihabara;7091301;3873;11;Primavera;Taxi;Húmedo;Japonés;Yen;Resort;Gastronomía;Alta;No para UE;4;21/11/2022;19;Estudio
766;Italia;Roma;Gastronómico;Coliseo;24809408;3779;10;Invierno;Bus;Continental;Italiano;Euro;Ryokan;Senderismo;Baja;Si;3;21/08/2023;76;Negocios
767;Italia;Roma;Urbano;Coliseo;31520657;3170;4;Invierno;Avión;Desértico;Italiano;Euro;Hostales;Gastronomía;Baja;No;4;02/01/2022;77;Vacaciones
768;EE.UU.;Nueva York;Cultural;Times Square;20092063;4605;2;Todo el año;Taxi;Húmedo;Inglés;Dólar;Hostales;Compras;Alta;No para UE;5;16/07/2023;31;Luna de Miel
769;Australia;Sidney;Aventura;Ópera de Sidney;33403288;2956;3;Otoño;Bicicleta;Húmedo;Inglés;Dólar Australiano;Boutique;Anime;Baja;No para UE;4;15/03/2019;58;Estudio
770;Egipto;El Cairo;Tecnológico;Pirámides de Giza;43880512;1482;7;Invierno;Ferry;Húmedo;Arabe;Libra Egipcia;Hoteles;Religión;Media;No para UE;4;17/05/2020;29;Vacaciones
771;México;Cancún;Tecnológico;Playas del Caribe;23981128;4214;12;Invierno;Bicicleta;Húmedo;Español;Peso;Camping;Senderismo;Media;No para UE;1;09/04/2019;72;Vacaciones
772;Australia;Sidney;Gastronómico;Ópera de Sidney;16956889;3800;3;Invierno;Bicicleta;Continental;Inglés;Dólar Australiano;Cabañas;Exploración;Baja;Si;5;24/06/2023;80;Vacaciones
773;EE.UU.;Nueva York;Histórico;Times Square;30541820;2556;11;Primavera;Metro;Tropical;Inglés;Dólar;Hostales;Exploración;Alta;No para UE;4;05/12/2019;69;Negocios
774;Italia;Roma;Cultural;Coliseo;30246280;2299;10;Otoño;Avión;Tropical;Italiano;Euro;Airbnb;Museos;Alta;Si;5;15/11/2020;20;Estudio
775;Australia;Sidney;Tecnológico;Ópera de Sidney;31705566;3443;12;Todo el año;Taxi;Tropical;Inglés;Dólar Australiano;Airbnb;Exploración;Baja;No para UE;3;21/10/2020;55;Aventura
776;Francia;París;Playa;Torre Eiffel;40770022;4910;7;Todo el año;Bus;Templado;Francés;Euro;Hoteles;Gastronomía;Baja;Si;4;14/12/2020;24;Negocios
777;Brasil;Río de Janeiro;Aventura;Copacabana;9975937;2775;2;Verano;Metro;Desértico;Portugués;Real;Cabañas;Compras;Baja;Si;5;20/11/2021;51;Vacaciones
778;Egipto;El Cairo;Cultural;Pirámides de Giza;44753956;2674;14;Todo el año;Tren;Continental;Arabe;Libra Egipcia;Camping;Anime;Baja;No para UE;4;16/08/2022;34;Luna de Miel
779;Australia;Sidney;Aventura;Ópera de Sidney;31158881;1073;6;Primavera;Ferry;Desértico;Inglés;Dólar Australiano;Cabañas;Compras;Media;Si;3;19/03/2023;59;Estudio
780;Egipto;El Cairo;Histórico;Pirámides de Giza;29587753;3228;9;Verano;Bicicleta;Desértico;Arabe;Libra Egipcia;Hoteles;Gastronomía;Media;No;4;10/09/2023;33;Luna de Miel
781;Tailandia;Bangkok;Religioso;Gran Palacio;40228995;3897;8;Primavera;Taxi;Tropical;Tailandés;Baht;Camping;Compras;Alta;Si;1;29/05/2023;40;Estudio
782;Tailandia;Bangkok;Religioso;Gran Palacio;11932664;2677;11;Todo el año;Metro;Tropical;Tailandés;Baht;Hostales;Surf;Baja;No;5;02/07/2019;29;Aventura
783;Egipto;El Cairo;Gastronómico;Pirámides de Giza;11856094;3149;10;Todo el año;Bicicleta;Templado;Arabe;Libra Egipcia;Cabañas;Religión;Baja;Si;1;20/10/2023;65;Luna de Miel
784;Francia;París;Playa;Torre Eiffel;16831176;4927;2;Verano;Tren;Continental;Francés;Euro;Camping;Exploración;Baja;No para UE;5;04/02/2019;70;Vacaciones
785;Tailandia;Bangkok;Gastronómico;Gran Palacio;26884551;1963;14;Verano;Tren;Tropical;Tailandés;Baht;Airbnb;Exploración;Alta;No para UE;2;22/11/2019;21;Aventura
786;Egipto;El Cairo;Gastronómico;Pirámides de Giza;10770685;1489;8;Primavera;Tren;Continental;Arabe;Libra Egipcia;Hoteles;Gastronomía;Baja;No para UE;2;19/04/2019;34;Luna de Miel
787;Australia;Sidney;Urbano;Ópera de Sidney;21134903;1795;8;Primavera;Bus;Desértico;Inglés;Dólar Australiano;Boutique;Museos;Baja;No;4;17/01/2021;45;Luna de Miel
788;Francia;París;Histórico;Torre Eiffel;43095583;1737;4;Todo el año;Taxi;Tropical;Francés;Euro;Hoteles;Compras;Alta;No para UE;4;22/03/2019;57;Luna de Miel
789;Japón;Tokio;Histórico;Akihabara;42681253;3630;14;Todo el año;Metro;Templado;Japonés;Yen;Resort;Museos;Media;Si;5;16/05/2022;48;Aventura
790;España;Barcelona;Aventura;Sagrada Familia;46756041;2827;11;Invierno;Ferry;Continental;Español;Euro;Boutique;Anime;Baja;No;1;30/07/2020;42;Negocios
791;Italia;Roma;Aventura;Coliseo;19903123;823;8;Verano;Ferry;Continental;Italiano;Euro;Cabañas;Compras;Baja;No para UE;5;03/04/2023;58;Vacaciones
792;EE.UU.;Nueva York;Urbano;Times Square;27090018;4902;7;Todo el año;Tren;Húmedo;Inglés;Dólar;Resort;Compras;Alta;No para UE;3;08/10/2022;73;Aventura
793;Australia;Sidney;Urbano;Ópera de Sidney;21585996;2846;12;Invierno;Ferry;Continental;Inglés;Dólar Australiano;Airbnb;Gastronomía;Baja;Si;1;15/11/2022;65;Aventura
794;Italia;Roma;Aventura;Coliseo;30222770;544;9;Invierno;Bicicleta;Templado;Italiano;Euro;Hoteles;Religión;Alta;No;3;07/12/2020;18;Luna de Miel
795;Tailandia;Bangkok;Tecnológico;Gran Palacio;7995892;2305;13;Primavera;Ferry;Húmedo;Tailandés;Baht;Hostales;Compras;Alta;Si;2;04/11/2021;52;Luna de Miel
796;Italia;Roma;Histórico;Coliseo;31507765;2085;5;Primavera;Tren;Húmedo;Italiano;Euro;Camping;Religión;Media;No para UE;4;15/12/2022;50;Aventura
797;Japón;Tokio;Religioso;Akihabara;45413488;2136;15;Otoño;Bus;Continental;Japonés;Yen;Hoteles;Religión;Alta;No;1;21/04/2020;40;Aventura
798;España;Barcelona;Cultural;Sagrada Familia;30246023;4642;14;Verano;Bus;Húmedo;Español;Euro;Hostales;Museos;Media;No;1;10/08/2019;58;Luna de Miel
799;EE.UU.;Nueva York;Religioso;Times Square;15119341;624;13;Todo el año;Taxi;Templado;Inglés;Dólar;Hoteles;Senderismo;Media;Si;1;25/08/2019;43;Vacaciones
800;Australia;Sidney;Histórico;Ópera de Sidney;12942189;3256;11;Invierno;Bicicleta;Tropical;Inglés;Dólar Australiano;Resort;Anime;Baja;No;2;27/03/2019;44;Luna de Miel
801;Francia;París;Religioso;Torre Eiffel;12288237;2559;15;Invierno;Bicicleta;Templado;Francés;Euro;Cabañas;Exploración;Media;No para UE;1;27/04/2023;66;Vacaciones
802;Australia;Sidney;Playa;Ópera de Sidney;28463217;2129;7;Invierno;Metro;Húmedo;Inglés;Dólar Australiano;Airbnb;Gastronomía;Alta;No;5;18/01/2020;31;Luna de Miel
803;Australia;Sidney;Religioso;Ópera de Sidney;21230640;2489;3;Todo el año;Metro;Húmedo;Inglés;Dólar Australiano;Hoteles;Senderismo;Alta;Si;3;11/01/2021;41;Vacaciones
804;España;Barcelona;Aventura;Sagrada Familia;45328131;3636;9;Primavera;Bicicleta;Húmedo;Español;Euro;Ryokan;Religión;Baja;Si;4;28/01/2022;80;Vacaciones
805;Francia;París;Gastronómico;Torre Eiffel;34142779;957;14;Otoño;Bicicleta;Húmedo;Francés;Euro;Boutique;Religión;Media;No para UE;2;25/02/2023;55;Luna de Miel
806;Japón;Tokio;Urbano;Akihabara;42410025;2462;13;Verano;Avión;Continental;Japonés;Yen;Cabañas;Anime;Baja;No para UE;4;06/11/2020;49;Aventura
807;México;Cancún;Tecnológico;Playas del Caribe;12610849;4465;5;Otoño;Bicicleta;Desértico;Español;Peso;Boutique;Anime;Baja;Si;3;25/09/2020;57;Negocios
808;Brasil;Río de Janeiro;Gastronómico;Copacabana;36481128;3982;8;Otoño;Bus;Húmedo;Portugués;Real;Hoteles;Senderismo;Media;No;5;10/07/2021;54;Negocios
809;Egipto;El Cairo;Gastronómico;Pirámides de Giza;28909651;3527;7;Todo el año;Avión;Templado;Arabe;Libra Egipcia;Airbnb;Compras;Media;Si;1;03/12/2021;26;Aventura
810;Brasil;Río de Janeiro;Religioso;Copacabana;38622104;2949;7;Primavera;Metro;Desértico;Portugués;Real;Cabañas;Exploración;Alta;No para UE;5;18/08/2020;79;Luna de Miel
811;Francia;París;Playa;Torre Eiffel;35809018;1583;4;Todo el año;Avión;Húmedo;Francés;Euro;Ryokan;Religión;Alta;No para UE;4;10/07/2023;71;Negocios
812;EE.UU.;Nueva York;Cultural;Times Square;37277898;4323;2;Verano;Tren;Desértico;Inglés;Dólar;Ryokan;Museos;Baja;Si;3;17/08/2021;33;Aventura
813;EE.UU.;Nueva York;Aventura;Times Square;15585512;620;15;Verano;Avión;Continental;Inglés;Dólar;Airbnb;Surf;Alta;Si;4;02/02/2020;32;Luna de Miel
814;España;Barcelona;Aventura;Sagrada Familia;44266067;3075;3;Otoño;Tren;Tropical;Español;Euro;Boutique;Anime;Media;No para UE;1;08/04/2023;69;Estudio
815;México;Cancún;Cultural;Playas del Caribe;48167040;1922;6;Otoño;Avión;Húmedo;Español;Peso;Airbnb;Religión;Media;No;4;13/03/2023;77;Luna de Miel
816;Japón;Tokio;Playa;Akihabara;12102502;3640;6;Primavera;Bicicleta;Húmedo;Japonés;Yen;Resort;Surf;Alta;No;1;19/10/2022;51;Vacaciones
817;Italia;Roma;Gastronómico;Coliseo;45920403;3735;11;Primavera;Bus;Desértico;Italiano;Euro;Cabañas;Gastronomía;Baja;No;4;31/07/2021;29;Estudio
818;Brasil;Río de Janeiro;Playa;Copacabana;24126870;3719;9;Invierno;Avión;Tropical;Portugués;Real;Airbnb;Exploración;Alta;Si;5;23/10/2023;43;Estudio
819;México;Cancún;Aventura;Playas del Caribe;5024460;2261;6;Otoño;Avión;Continental;Español;Peso;Camping;Senderismo;Baja;No para UE;4;22/10/2019;49;Aventura
820;Japón;Tokio;Playa;Akihabara;8367030;4292;13;Todo el año;Ferry;Desértico;Japonés;Yen;Hostales;Senderismo;Alta;Si;4;28/09/2023;62;Luna de Miel
821;EE.UU.;Nueva York;Playa;Times Square;14491488;862;15;Invierno;Metro;Húmedo;Inglés;Dólar;Cabañas;Senderismo;Baja;No para UE;1;22/12/2023;45;Vacaciones
822;Francia;París;Urbano;Torre Eiffel;22013849;2146;11;Invierno;Bus;Desértico;Francés;Euro;Airbnb;Compras;Alta;No;2;11/04/2019;50;Vacaciones
823;Brasil;Río de Janeiro;Playa;Copacabana;28545118;1176;9;Invierno;Ferry;Templado;Portugués;Real;Ryokan;Gastronomía;Media;No;5;22/02/2023;65;Vacaciones
824;Francia;París;Tecnológico;Torre Eiffel;43738236;2330;15;Otoño;Bus;Tropical;Francés;Euro;Airbnb;Surf;Baja;Si;1;16/09/2019;40;Aventura
825;Japón;Tokio;Gastronómico;Akihabara;33825542;4975;12;Invierno;Bicicleta;Tropical;Japonés;Yen;Camping;Religión;Media;No;1;09/06/2022;37;Luna de Miel
826;Tailandia;Bangkok;Cultural;Gran Palacio;36960183;2116;12;Invierno;Avión;Húmedo;Tailandés;Baht;Camping;Anime;Media;No;5;25/05/2020;39;Aventura
827;Japón;Tokio;Cultural;Akihabara;13173686;1606;9;Todo el año;Taxi;Continental;Japonés;Yen;Resort;Compras;Alta;No para UE;1;13/07/2019;33;Negocios
828;Italia;Roma;Aventura;Coliseo;6958250;2287;4;Todo el año;Bicicleta;Tropical;Italiano;Euro;Resort;Senderismo;Media;Si;1;30/08/2023;60;Vacaciones
829;Japón;Tokio;Tecnológico;Akihabara;40041000;4024;5;Invierno;Bus;Continental;Japonés;Yen;Hoteles;Surf;Baja;No;2;09/02/2021;71;Estudio
830;Tailandia;Bangkok;Aventura;Gran Palacio;13086343;905;7;Otoño;Tren;Húmedo;Tailandés;Baht;Cabañas;Gastronomía;Media;Si;4;06/02/2024;24;Aventura
831;Brasil;Río de Janeiro;Cultural;Copacabana;19796234;857;8;Todo el año;Tren;Templado;Portugués;Real;Airbnb;Exploración;Alta;No para UE;1;17/09/2021;31;Luna de Miel
832;Francia;París;Gastronómico;Torre Eiffel;25568081;801;14;Otoño;Metro;Desértico;Francés;Euro;Boutique;Senderismo;Media;No para UE;3;11/07/2022;71;Negocios
833;España;Barcelona;Cultural;Sagrada Familia;36270772;1609;4;Invierno;Tren;Húmedo;Español;Euro;Camping;Anime;Alta;No para UE;5;02/03/2021;66;Estudio
834;México;Cancún;Tecnológico;Playas del Caribe;43388269;3343;4;Otoño;Bicicleta;Templado;Español;Peso;Airbnb;Senderismo;Baja;Si;3;28/08/2019;67;Negocios
835;Egipto;El Cairo;Tecnológico;Pirámides de Giza;24232505;3483;8;Otoño;Bicicleta;Desértico;Arabe;Libra Egipcia;Hostales;Museos;Baja;Si;1;23/07/2022;55;Aventura
836;Japón;Tokio;Histórico;Akihabara;29696774;1541;2;Primavera;Taxi;Templado;Japonés;Yen;Airbnb;Museos;Baja;No para UE;1;14/01/2020;37;Aventura
837;Egipto;El Cairo;Aventura;Pirámides de Giza;32468032;4208;15;Otoño;Bus;Continental;Arabe;Libra Egipcia;Hostales;Exploración;Alta;No;5;04/03/2021;76;Vacaciones
838;Japón;Tokio;Religioso;Akihabara;20686024;4445;3;Primavera;Metro;Tropical;Japonés;Yen;Hoteles;Museos;Alta;No;1;31/01/2020;50;Luna de Miel
839;Japón;Tokio;Playa;Akihabara;24335294;3235;12;Todo el año;Taxi;Húmedo;Japonés;Yen;Hoteles;Anime;Media;Si;2;29/05/2019;78;Luna de Miel
840;México;Cancún;Cultural;Playas del Caribe;13749918;536;2;Todo el año;Avión;Desértico;Español;Peso;Cabañas;Senderismo;Alta;No;5;09/11/2021;46;Vacaciones
841;Tailandia;Bangkok;Histórico;Gran Palacio;47345549;1247;10;Invierno;Bicicleta;Continental;Tailandés;Baht;Hoteles;Surf;Alta;No;3;27/08/2021;39;Aventura
842;Italia;Roma;Gastronómico;Coliseo;46893101;4074;12;Verano;Bus;Templado;Italiano;Euro;Hoteles;Museos;Alta;No;3;12/01/2020;30;Negocios
843;Brasil;Río de Janeiro;Urbano;Copacabana;26993365;2638;6;Verano;Tren;Templado;Portugués;Real;Camping;Religión;Alta;Si;1;06/02/2022;76;Negocios
844;Egipto;El Cairo;Tecnológico;Pirámides de Giza;44494077;2237;14;Invierno;Bus;Continental;Arabe;Libra Egipcia;Hostales;Religión;Alta;Si;5;05/09/2022;47;Negocios
845;Egipto;El Cairo;Gastronómico;Pirámides de Giza;15744857;4782;3;Todo el año;Metro;Húmedo;Arabe;Libra Egipcia;Hostales;Senderismo;Alta;Si;2;08/10/2023;29;Estudio
846;España;Barcelona;Histórico;Sagrada Familia;27633284;4198;6;Verano;Avión;Desértico;Español;Euro;Camping;Compras;Alta;No;5;11/11/2021;53;Vacaciones
847;Tailandia;Bangkok;Urbano;Gran Palacio;16801760;3419;15;Otoño;Avión;Continental;Tailandés;Baht;Camping;Surf;Media;Si;4;23/05/2023;22;Estudio
848;Tailandia;Bangkok;Religioso;Gran Palacio;11887611;3396;15;Invierno;Taxi;Templado;Tailandés;Baht;Hoteles;Anime;Alta;No;4;04/02/2019;80;Vacaciones
849;México;Cancún;Urbano;Playas del Caribe;7810062;3385;3;Primavera;Metro;Templado;Español;Peso;Camping;Surf;Alta;No;4;28/12/2020;30;Aventura
850;Egipto;El Cairo;Playa;Pirámides de Giza;24686338;2409;5;Otoño;Taxi;Templado;Arabe;Libra Egipcia;Airbnb;Religión;Media;Si;3;08/09/2020;36;Vacaciones
851;Francia;París;Urbano;Torre Eiffel;26488102;1243;8;Invierno;Taxi;Templado;Francés;Euro;Boutique;Exploración;Media;Si;1;18/04/2021;53;Vacaciones
852;España;Barcelona;Urbano;Sagrada Familia;37332101;1887;15;Primavera;Tren;Templado;Español;Euro;Ryokan;Anime;Baja;No para UE;1;25/10/2023;78;Luna de Miel
853;Italia;Roma;Aventura;Coliseo;18511658;4433;3;Otoño;Ferry;Desértico;Italiano;Euro;Cabañas;Surf;Alta;No;1;31/01/2020;48;Estudio
854;Italia;Roma;Cultural;Coliseo;23724557;1219;6;Primavera;Avión;Continental;Italiano;Euro;Hoteles;Senderismo;Alta;Si;1;29/10/2019;53;Negocios
855;Australia;Sidney;Playa;Ópera de Sidney;30317084;990;5;Verano;Avión;Continental;Inglés;Dólar Australiano;Airbnb;Senderismo;Alta;No;5;22/10/2022;74;Aventura
856;EE.UU.;Nueva York;Playa;Times Square;31877428;1047;3;Verano;Bus;Desértico;Inglés;Dólar;Resort;Religión;Media;No para UE;1;15/03/2022;45;Vacaciones
857;Australia;Sidney;Gastronómico;Ópera de Sidney;11893826;4777;7;Verano;Ferry;Húmedo;Inglés;Dólar Australiano;Camping;Anime;Alta;No para UE;5;26/07/2022;59;Estudio
858;Australia;Sidney;Playa;Ópera de Sidney;28055011;4879;2;Primavera;Avión;Tropical;Inglés;Dólar Australiano;Resort;Surf;Media;No para UE;3;28/01/2022;41;Estudio
859;Brasil;Río de Janeiro;Urbano;Copacabana;14462563;4397;7;Invierno;Ferry;Continental;Portugués;Real;Cabañas;Senderismo;Media;No;5;25/08/2023;70;Negocios
860;Tailandia;Bangkok;Religioso;Gran Palacio;6714755;1339;8;Otoño;Tren;Húmedo;Tailandés;Baht;Hoteles;Religión;Media;Si;5;26/02/2019;73;Negocios
861;Japón;Tokio;Urbano;Akihabara;39697159;2076;8;Otoño;Ferry;Desértico;Japonés;Yen;Hostales;Surf;Media;Si;3;14/01/2024;20;Estudio
862;Francia;París;Religioso;Torre Eiffel;32166447;2087;10;Primavera;Avión;Templado;Francés;Euro;Airbnb;Compras;Baja;No para UE;3;06/01/2023;19;Aventura
863;México;Cancún;Histórico;Playas del Caribe;34454888;2262;3;Todo el año;Taxi;Templado;Español;Peso;Hostales;Anime;Baja;Si;4;08/04/2021;61;Luna de Miel
864;Italia;Roma;Aventura;Coliseo;47100165;1436;12;Otoño;Avión;Templado;Italiano;Euro;Cabañas;Compras;Baja;Si;2;19/05/2019;42;Estudio
865;Tailandia;Bangkok;Aventura;Gran Palacio;28928233;3295;14;Todo el año;Bus;Húmedo;Tailandés;Baht;Resort;Exploración;Baja;No para UE;4;26/10/2019;45;Aventura
866;Italia;Roma;Playa;Coliseo;26271496;4677;11;Invierno;Ferry;Húmedo;Italiano;Euro;Camping;Gastronomía;Alta;Si;3;20/02/2020;50;Estudio
867;Australia;Sidney;Aventura;Ópera de Sidney;30975254;2479;8;Otoño;Metro;Continental;Inglés;Dólar Australiano;Ryokan;Surf;Baja;No;1;12/02/2022;52;Negocios
868;Italia;Roma;Cultural;Coliseo;13593695;1959;8;Todo el año;Ferry;Continental;Italiano;Euro;Airbnb;Surf;Baja;No para UE;4;29/03/2021;43;Negocios
869;México;Cancún;Tecnológico;Playas del Caribe;19481356;3025;3;Otoño;Taxi;Continental;Español;Peso;Resort;Surf;Alta;Si;4;24/10/2022;26;Negocios
870;Brasil;Río de Janeiro;Histórico;Copacabana;40684217;1077;14;Verano;Taxi;Templado;Portugués;Real;Camping;Surf;Media;Si;5;01/04/2023;25;Vacaciones
871;Brasil;Río de Janeiro;Histórico;Copacabana;31272061;3625;9;Verano;Tren;Tropical;Portugués;Real;Hoteles;Gastronomía;Media;No para UE;2;26/04/2019;60;Vacaciones
872;México;Cancún;Religioso;Playas del Caribe;33925850;2205;8;Otoño;Ferry;Continental;Español;Peso;Airbnb;Compras;Alta;No para UE;3;20/02/2019;77;Aventura
873;España;Barcelona;Histórico;Sagrada Familia;42472627;4511;5;Otoño;Bus;Desértico;Español;Euro;Camping;Religión;Alta;No para UE;3;18/11/2019;78;Aventura
874;Italia;Roma;Tecnológico;Coliseo;41734705;1348;8;Otoño;Taxi;Templado;Italiano;Euro;Camping;Senderismo;Media;No;4;20/10/2023;29;Luna de Miel
875;Francia;París;Urbano;Torre Eiffel;22663836;2112;10;Primavera;Avión;Húmedo;Francés;Euro;Hostales;Compras;Baja;No para UE;4;06/01/2021;30;Luna de Miel
876;Italia;Roma;Tecnológico;Coliseo;28035712;3055;10;Verano;Bicicleta;Templado;Italiano;Euro;Boutique;Surf;Media;No;5;11/06/2023;36;Luna de Miel
877;Egipto;El Cairo;Aventura;Pirámides de Giza;11402354;1044;6;Otoño;Bicicleta;Templado;Arabe;Libra Egipcia;Boutique;Anime;Media;No;1;03/09/2019;75;Vacaciones
878;México;Cancún;Playa;Playas del Caribe;33958140;4693;2;Primavera;Ferry;Húmedo;Español;Peso;Airbnb;Senderismo;Baja;Si;5;16/01/2024;37;Luna de Miel
879;México;Cancún;Aventura;Playas del Caribe;23725287;1921;3;Todo el año;Metro;Templado;Español;Peso;Boutique;Senderismo;Media;No;1;14/09/2021;46;Negocios
880;Francia;París;Gastronómico;Torre Eiffel;47734002;3768;3;Verano;Tren;Desértico;Francés;Euro;Resort;Religión;Media;Si;2;11/09/2023;30;Luna de Miel
881;Australia;Sidney;Urbano;Ópera de Sidney;11638059;2884;8;Invierno;Ferry;Templado;Inglés;Dólar Australiano;Camping;Museos;Media;Si;2;31/10/2022;38;Negocios
882;Australia;Sidney;Cultural;Ópera de Sidney;8570393;3258;4;Verano;Taxi;Continental;Inglés;Dólar Australiano;Hoteles;Museos;Alta;No para UE;4;05/09/2020;23;Luna de Miel
883;EE.UU.;Nueva York;Religioso;Times Square;47768936;4107;11;Otoño;Metro;Húmedo;Inglés;Dólar;Resort;Compras;Media;No;5;17/02/2023;35;Negocios
884;México;Cancún;Religioso;Playas del Caribe;5378203;2874;8;Otoño;Bus;Húmedo;Español;Peso;Boutique;Gastronomía;Baja;No;2;07/06/2020;40;Negocios
885;España;Barcelona;Tecnológico;Sagrada Familia;18514637;699;14;Todo el año;Bus;Desértico;Español;Euro;Hostales;Exploración;Alta;No para UE;5;02/07/2023;48;Vacaciones
886;Australia;Sidney;Cultural;Ópera de Sidney;5915590;1365;6;Otoño;Avión;Tropical;Inglés;Dólar Australiano;Boutique;Religión;Media;Si;1;10/08/2022;56;Luna de Miel
